cat_periodo,sector_macro,familia_carrera,total_alumnos
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Geografía,127
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Industrias Forestales,117
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Materiales,156
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Minas,1716
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Obras Civiles,1767
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Sonido y Acústica,271
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil en Telemática,341
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Industrial,21046
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Mecánica,2755
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Metalúrgica,1397
2010,"Ingeniería, Industria y Construcción",Ingeniería Civil Química,1814
2010,"Ingeniería, Industria y Construcción","Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",11954
2010,"Ingeniería, Industria y Construcción",Ingeniería en Alimentos,1973
2010,"Ingeniería, Industria y Construcción","Ingeniería en Automatización, Instrumentación y Control",2447
2010,"Ingeniería, Industria y Construcción",Ingeniería en Biotecnología y Bioingeniería,2128
2010,"Ingeniería, Industria y Construcción",Ingeniería en Construcción,9923
2010,"Ingeniería, Industria y Construcción",Ingeniería en Electricidad,3857
2010,"Ingeniería, Industria y Construcción",Ingeniería en Electrónica,2191
2010,"Ingeniería, Industria y Construcción",Ingeniería en Energía,30
2010,"Ingeniería, Industria y Construcción",Ingeniería en Geomensura y Cartografía,237
2010,"Ingeniería, Industria y Construcción",Ingeniería en Industria de la Madera,152
2010,"Ingeniería, Industria y Construcción",Ingeniería en Mecánica Automotriz,8012
2010,"Ingeniería, Industria y Construcción",Ingeniería en Mecatrónica,207
2010,"Ingeniería, Industria y Construcción",Ingeniería en Medio Ambiente,1672
2010,"Ingeniería, Industria y Construcción",Ingeniería en Metalurgia,790
2010,"Ingeniería, Industria y Construcción",Ingeniería en Minas,1912
2010,"Ingeniería, Industria y Construcción",Ingeniería en Proyectos Estructurales,53
2010,"Ingeniería, Industria y Construcción",Ingeniería en Química,1306
2010,"Ingeniería, Industria y Construcción",Ingeniería en Refrigeración y Climatización,350
2010,"Ingeniería, Industria y Construcción",Ingeniería en Sonido,1170
2010,"Ingeniería, Industria y Construcción",Ingeniería en Telecomunicaciones,1071
2010,"Ingeniería, Industria y Construcción",Ingeniería en Telemática,189
2010,"Ingeniería, Industria y Construcción",Ingeniería Industrial,6434
2010,"Ingeniería, Industria y Construcción",Ingeniería Mecánica,5563
2010,"Ingeniería, Industria y Construcción",Ingeniería Naval,276
2010,"Ingeniería, Industria y Construcción",Ingeniería Textil,1
2010,"Ingeniería, Industria y Construcción",Magister en Arte y Arquitectura,325
2010,"Ingeniería, Industria y Construcción",Magister en Tecnología,2347
2010,"Ingeniería, Industria y Construcción",Otras Ingenierías,544
2010,"Ingeniería, Industria y Construcción",Otras Ingenierías Civiles,906
2010,"Ingeniería, Industria y Construcción",Otros Profesionales de Tecnología,1200
2010,"Ingeniería, Industria y Construcción",Otros Técnicos de Arte y Arquitectura,52
2010,"Ingeniería, Industria y Construcción",Otros Técnicos de Tecnología,355
2010,"Ingeniería, Industria y Construcción",Paisajismo,153
2010,"Ingeniería, Industria y Construcción",Postítulo en Arte y Arquitectura,22
2010,"Ingeniería, Industria y Construcción",Postítulo en Tecnología,384
2010,"Ingeniería, Industria y Construcción",Química Industrial,328
2010,"Ingeniería, Industria y Construcción",Técnico en Agroindustria,153
2010,"Ingeniería, Industria y Construcción",Técnico en Alimentos,862
2010,"Ingeniería, Industria y Construcción",Técnico en Biotecnología Industrial,219
2010,"Ingeniería, Industria y Construcción",Técnico en Construcción y Obras Civiles,8838
2010,"Ingeniería, Industria y Construcción",Técnico en Dibujo Arquitectónico,1489
2010,"Ingeniería, Industria y Construcción",Técnico en Dibujo Técnico,528
2010,"Ingeniería, Industria y Construcción",Técnico en Diseño de Áreas Verdes y Paisajismo,150
2010,"Ingeniería, Industria y Construcción",Técnico en Electricidad y Electricidad Industrial,5009
2010,"Ingeniería, Industria y Construcción",Técnico en Electromecánica,402
2010,"Ingeniería, Industria y Construcción",Técnico en Electrónica y Electrónica Industrial,1710
2010,"Ingeniería, Industria y Construcción",Técnico en Energía,81
2010,"Ingeniería, Industria y Construcción",Técnico en Industria Forestal o de la Madera,154
2010,"Ingeniería, Industria y Construcción","Técnico en Instrumentación, Automatización y Control Industrial",2780
2010,"Ingeniería, Industria y Construcción",Técnico en Mantenimiento Industrial,2330
2010,"Ingeniería, Industria y Construcción",Técnico en Matriceria,105
2010,"Ingeniería, Industria y Construcción",Técnico en Mecánica Automotriz,8943
2010,"Ingeniería, Industria y Construcción",Técnico en Mecánica Industrial,1623
2010,"Ingeniería, Industria y Construcción",Técnico en Mecatrónica,4
2010,"Ingeniería, Industria y Construcción",Técnico en Medio Ambiente (Control y Gestión),109
2010,"Ingeniería, Industria y Construcción",Técnico en Metalurgia,202
2010,"Ingeniería, Industria y Construcción",Técnico en Minería,943
2010,"Ingeniería, Industria y Construcción",Técnico en Procesos Industriales,454
2010,"Ingeniería, Industria y Construcción",Técnico en Proyecto y Diseño Mecánico,109
2010,"Ingeniería, Industria y Construcción",Técnico en Proyectos de Ingeniería,146
2010,"Ingeniería, Industria y Construcción",Técnico en Refrigeración y Climatización,414
2010,"Ingeniería, Industria y Construcción",Técnico en Telecomunicaciones,2043
2010,"Ingeniería, Industria y Construcción",Técnico en Topografía,1070
2010,"Ingeniería, Industria y Construcción",Técnico en Vitivinicultura y/o Enología,65
2010,Salud y Bienestar,Bachillerato y/o Licenciatura en Salud,228
2010,Salud y Bienestar,Doctorado en Salud,283
2010,Salud y Bienestar,Enfermería,28426
2010,Salud y Bienestar,Fonoaudiología,8027
2010,Salud y Bienestar,Kinesiología,23394
2010,Salud y Bienestar,Magister en Ciencias Sociales,240
2010,Salud y Bienestar,Magister en Salud,1837
2010,Salud y Bienestar,Medicina,11996
2010,Salud y Bienestar,Naturopatía,211
2010,Salud y Bienestar,Nutrición y Dietética,10258
2010,Salud y Bienestar,Obstetricia y Puericultura,3126
2010,Salud y Bienestar,Odontología,11409
2010,Salud y Bienestar,Orientación Familiar y Relaciones Humanas,725
2010,Salud y Bienestar,Otros Profesionales de Ciencias Sociales,32
2010,Salud y Bienestar,Otros Profesionales de Salud,143
2010,Salud y Bienestar,Otros Técnicos de Ciencias Sociales,1032
2010,Salud y Bienestar,Otros Técnicos de Salud,483
2010,Salud y Bienestar,Postítulo en Ciencias Sociales,531
2010,Salud y Bienestar,Postítulo en Salud,3746
2010,Salud y Bienestar,Química y Farmacia,4294
2010,Salud y Bienestar,Técnico Dental y Asistente de Odontología,4004
2010,Salud y Bienestar,Técnico en Arsenaleria Quirúrgica,787
2010,Salud y Bienestar,Técnico en Enfermería,42214
2010,Salud y Bienestar,Técnico en Farmacia,109
2010,Salud y Bienestar,Técnico en Ginecología y Obstetricia,46
2010,Salud y Bienestar,Técnico en Laboratorio Clínico,1855
2010,Salud y Bienestar,Técnico en Masoterapia,565
2010,Salud y Bienestar,Técnico en Nutrición y Dietética,79
2010,Salud y Bienestar,Técnico en Óptica,60
2010,Salud y Bienestar,Técnico en Podología,667
2010,Salud y Bienestar,Técnico en Prevención y Rehabilitación,206
2010,Salud y Bienestar,Técnico en Radiología y Radioterapia,751
2010,Salud y Bienestar,Técnico en Servicio Social,3621
2010,Salud y Bienestar,Técnico en Terapias Naturales y Naturopatía,474
2010,Salud y Bienestar,Técnico Laboratorista Dental,2144
2010,Salud y Bienestar,Tecnología Médica,6975
2010,Salud y Bienestar,Terapia Ocupacional,3439
2010,Salud y Bienestar,Trabajo Social,20468
2010,Servicios,Administración Gastronómica,3739
2010,Servicios,Administración Turística y Hotelera,4964
2010,Servicios,Ingeniería en Prevención de Riesgos,17841
2010,Servicios,Ingeniería en Seguridad Privada,28
2010,Servicios,Ingeniería en Transporte y Tránsito,287
2010,Servicios,Ingeniería Marina y Marítimo Portuaria,474
2010,Servicios,Magister en Educación,276
2010,Servicios,Magister en Tecnología,22
2010,Servicios,Otras Ingenierías,187
2010,Servicios,Otros Profesionales de Arte y Arquitectura,45
2010,Servicios,Otros Profesionales de Educación,930
2010,Servicios,Otros Profesionales de Tecnología,77
2010,Servicios,Otros Técnicos de Tecnología,104
2010,Servicios,Postítulo en Administración y Comercio,15
2010,Servicios,Postítulo en Educación,3
2010,Servicios,Postítulo en Tecnología,96
2010,Servicios,"Técnico en Deporte, Recreación y Preparación Física",8002
2010,Servicios,Técnico en Gastronomía y Cocina,10599
2010,Servicios,Técnico en Peluquería y Estética,586
2010,Servicios,Técnico en Prevención de Riesgos,16869
2010,Servicios,Técnico en Seguridad Privada,9
2010,Servicios,Técnico en Transporte Marítimo y Puertos,228
2010,Servicios,Técnico en Turismo y Hotelería,5993
2010,Tecnología de la Información y la Comunicación (TIC),Bachillerato y/o Licenciatura en Tecnología,1
2010,Tecnología de la Información y la Comunicación (TIC),Doctorado en Tecnología,62
2010,Tecnología de la Información y la Comunicación (TIC),Ingeniería Civil en Computación e Informática,7055
2010,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Computación e Informática,20126
2010,Tecnología de la Información y la Comunicación (TIC),Ingeniería en Conectividad y Redes,1731
2010,Tecnología de la Información y la Comunicación (TIC),Magister en Tecnología,622
2010,Tecnología de la Información y la Comunicación (TIC),Otras Ingenierías,217
2010,Tecnología de la Información y la Comunicación (TIC),Otros Profesionales de Tecnología,833
2010,Tecnología de la Información y la Comunicación (TIC),Postítulo en Tecnología,95
2010,Tecnología de la Información y la Comunicación (TIC),Técnico en Administración de Redes y Soporte,4894
2010,Tecnología de la Información y la Comunicación (TIC),Técnico en Análisis de Sistemas,1858
2010,Tecnología de la Información y la Comunicación (TIC),Técnico en Computación e Informática,11349
2010,Tecnología de la Información y la Comunicación (TIC),"Técnico en Producción, Desarrollo y Diseño Web",116
2011,Administración de Empresas y Derecho,Administración de Empresas e Ing. Asociadas,25100
2011,Administración de Empresas y Derecho,Administración Pública,3973
2011,Administración de Empresas y Derecho,Bachillerato y/o Licenciatura en Administración y Comercio,187
2011,Administración de Empresas y Derecho,Comunicación Empresarial y Organizacional,16
2011,Administración de Empresas y Derecho,Contador Auditor,22289
2011,Administración de Empresas y Derecho,Criminalística,223
2011,Administración de Empresas y Derecho,Derecho,36866
2011,Administración de Empresas y Derecho,Doctorado en Administración y Comercio,41
2011,Administración de Empresas y Derecho,Doctorado en Derecho,95
2011,Administración de Empresas y Derecho,Ingeniería Comercial,34106
2011,Administración de Empresas y Derecho,Ingeniería en Administración Jurídica,14
2011,Administración de Empresas y Derecho,Ingeniería en Comercio Exterior,2101
2011,Administración de Empresas y Derecho,Ingeniería en Control de Gestión,2070
2011,Administración de Empresas y Derecho,Ingeniería en Finanzas,623
2011,Administración de Empresas y Derecho,Ingeniería en Gestión Pública,768
2011,Administración de Empresas y Derecho,Ingeniería en Gestión y Control de Calidad,50
2011,Administración de Empresas y Derecho,Ingeniería en Logística,571
2011,Administración de Empresas y Derecho,Ingeniería en Marketing,990
2011,Administración de Empresas y Derecho,Ingeniería en Recursos Humanos,1732
2011,Administración de Empresas y Derecho,Magister en Administración y Comercio,7482
2011,Administración de Empresas y Derecho,Magister en Ciencias Sociales,241
2011,Administración de Empresas y Derecho,Magister en Derecho,1413
2011,Administración de Empresas y Derecho,Otros Profesionales de Administración y Comercio,82
2011,Administración de Empresas y Derecho,Otros Profesionales de Ciencias Sociales,377
2011,Administración de Empresas y Derecho,Otros Técnicos de Administración y Comercio,174
2011,Administración de Empresas y Derecho,Otros Técnicos de Ciencias Sociales,100
2011,Administración de Empresas y Derecho,Postítulo en Administración y Comercio,2680
2011,Administración de Empresas y Derecho,Postítulo en Ciencias Sociales,2
2011,Administración de Empresas y Derecho,Postítulo en Derecho,396
2011,Administración de Empresas y Derecho,Postítulo en Educación,20
2011,Administración de Empresas y Derecho,Publicidad,6177
2011,Administración de Empresas y Derecho,Relaciones Públicas,3024
2011,Administración de Empresas y Derecho,Secretariado Bilingüe,2483
2011,Administración de Empresas y Derecho,Secretariado Computacional,935
2011,Administración de Empresas y Derecho,Secretariado Ejecutivo,913
2011,Administración de Empresas y Derecho,Técnico Agente o Visitador Médico,490
2011,Administración de Empresas y Derecho,Técnico en Administración de Empresas,24971
2011,Administración de Empresas y Derecho,Técnico en Administración de Recursos Humanos y Personal,2826
